web-scraper-order;web-scraper-start-url;articles_links;articles_links-href;type_chaussure;prix;adress;url_image
1751405203-12;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures Reebok;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-reebok-4749757;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4749757_uploaded_image1_1715997855.jpg""); width: 539px;"
1751405208-13;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures  homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4717800;Chaussures Homme;Prix sur demande;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4717800_uploaded_image2_1714476821.06.jpeg""); width: 389px;"
1751405212-14;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4717807;Chaussures Homme;Prix sur demande;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4717807_uploaded_image1_1714476955.78.jpeg""); width: 389px;"
1751405215-15;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures  homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4717803;Chaussures Homme;25 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4717803_uploaded_image1_1714476885.67.jpeg""); width: 389px;"
1751405218-16;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4717810;Chaussures Homme;Prix sur demande;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4717810_uploaded_image1_1714477045.92.jpeg""); width: 389px;"
1751405221-17;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4717824;Chaussures Homme;30 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4717824_uploaded_image1_1714477274.16.jpeg""); width: 389px;"
1751405225-18;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4717817;Chaussures Homme;30 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4717817_uploaded_image1_1714477188.97.jpeg""); width: 389px;"
1751405228-19;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4717828;Chaussures Homme;30 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4717828_uploaded_image1_1714477350.84.jpeg""); width: 389px;"
1751405233-20;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4717840;Chaussures Homme;30 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4717840_uploaded_image1_1714477837.7.jpeg""); width: 389px;"
1751405236-21;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures  homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4717844;Chaussures Homme;30 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4717844_uploaded_image1_1714477911.95.jpeg""); width: 389px;"
1751405240-22;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4700674;Chaussures Homme;13 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4700674_uploaded_image1_1713541260.jpg""); width: 399px;"
1751405244-23;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4700690;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4700690_uploaded_image1_1713541652.jpg""); width: 399px;"
1751405248-24;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures hommes;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-4750905;Chaussures Homme;9 000 CFA;Mbao, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4750905_uploaded_image1_1716068442.jpg""); width: 644px;"
1751405251-25;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4751080;Chaussures Homme;Prix sur demande;Yoff, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4751080_uploaded_image3_1716080353.jpeg""); width: 646px;"
1751405255-26;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4751915;Chaussures Homme;16 000 CFA;Colobane, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4751915_uploaded_image1_1716139755.jpg""); width: 609px;"
1751405258-27;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Sandales Jordan;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-jordan-4752223;Chaussures Homme;15 000 CFA;Ouest Foire, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4752223_uploaded_image1_1716152679.jpg""); width: 373px;"
1751405262-28;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4752996;Chaussures Homme;Prix sur demande;Diamalaye 1, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4752996_uploaded_image1_1716208545.jpg""); width: 577px;"
1751405267-29;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures hommes;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-4753346;Chaussures Homme;25 000 CFA;Almadies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4753346_uploaded_image1_1716223408.jpg""); width: 408px;"
1751405271-30;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Baskets Nike Air Force 1;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-4753576;Chaussures Homme;10 000 CFA;Sicap Liberté, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4753576_uploaded_image1_1716234784.jpg""); width: 565px;"
1751405276-31;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4753943;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4753943_uploaded_image1_1716259342.jpg""); width: 539px;"
1751405279-32;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4754612;Chaussures Homme;8 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4754612_uploaded_image1_1716295982.jpg""); width: 512px;"
1751405283-33;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4755402;Chaussures Homme;12 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4755402_uploaded_image1_1716330031.jpg""); width: 533px;"
1751405289-34;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures Nike  Air Force 1;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-air-force-1-4756316;Chaussures Homme;12 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4756316_uploaded_image1_1716382063.jpg""); width: 393px;"
1751405294-35;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4756350;Chaussures Homme;5 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4756350_uploaded_image1_1716383655.jpg""); width: 528px;"
1751405297-36;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4757238;Chaussures Homme;18 000 CFA;Fann, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4757238_uploaded_image1_1716417504.jpg""); width: 449px;"
1751405300-37;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4757270;Chaussures Homme;3 000 CFA;Keur Massar, Sénégal;"background-image: url(""https://images.coinafrique.com/4757270_uploaded_image1_1716420097.jpg""); width: 373px;"
1751405304-38;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4757410;Chaussures Homme;25 000 CFA;Guediawaye, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4757410_uploaded_image1_1716436449.jpg""); width: 433px;"
1751405306-39;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4757920;Chaussures Homme;30 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4757920_uploaded_image1_1716461136.jpg""); width: 533px;"
1751405310-40;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Babouches marocaines;https://sn.coinafrique.com/annonce/chaussures-homme/babouches-marocaines-4758286;Chaussures Homme;25 000 CFA;Sicap foire, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4758286_uploaded_image1_1716470372.jpg""); width: 645px;"
1751405313-41;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4759087;Chaussures Homme;35 000 CFA;Ouest Foire, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4759087_uploaded_image1_1716494308.jpg""); width: 550px;"
1751405316-42;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4759096;Chaussures Homme;30 000 CFA;Ouest Foire, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4759096_uploaded_image1_1716494607.jpg""); width: 550px;"
1751405319-43;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4759103;Chaussures Homme;18 000 CFA;Ouest Foire, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4759103_uploaded_image1_1716494889.jpg""); width: 550px;"
1751405322-44;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures Adidas;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-4759111;Chaussures Homme;25 000 CFA;Ouest Foire, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4759111_uploaded_image1_1716495178.jpg""); width: 550px;"
1751405325-45;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4759115;Chaussures Homme;20 000 CFA;Ouest Foire, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4759115_uploaded_image1_1716495408.jpg""); width: 550px;"
1751405328-46;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4759817;Chaussures Homme;10 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4759817_uploaded_image1_1716543661.jpg""); width: 552px;"
1751405330-47;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4759820;Chaussures Homme;11 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4759820_uploaded_image2_1716543805.jpeg""); width: 552px;"
1751405333-48;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures Calvin Klein;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-calvin-klein-4760593;Chaussures Homme;18 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4760593_uploaded_image1_1716569993.jpg""); width: 424px;"
1751405336-49;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4761082;Chaussures Homme;25 000 CFA;Guediawaye, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4761082_uploaded_image1_1716596736.jpg""); width: 433px;"
1751405339-50;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4762120;Chaussures Homme;16 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4762120_uploaded_image1_1716658338.jpg""); width: 552px;"
1751405344-51;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4763220;Chaussures Homme;25 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4763220_uploaded_image1_1716745152.jpg""); width: 533px;"
1751405348-52;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4763221;Chaussures Homme;18 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4763221_uploaded_image1_1716745227.jpg""); width: 533px;"
1751405352-53;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4765337;Chaussures Homme;25 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4765337_uploaded_image1_1716844538.jpg""); width: 528px;"
1751405356-54;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4766567;;20 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4766567_uploaded_image1_1716903294.jpg""); width: 528px;"
1751405359-55;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4766970;Chaussures Homme;30 000 CFA;Ouest Foire, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4766970_uploaded_image1_1716916461.jpg""); width: 373px;"
1751405363-56;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Baskets Wallabies;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-wallabies-4717156;Chaussures Homme;16 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4717156_uploaded_image1_1714431905.jpg""); width: 484px;"
1751405366-57;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures Jordan;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-4767786;Chaussures Homme;18 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4767786_uploaded_image1_1716972443.jpg""); width: 552px;"
1751405370-58;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures Jordan;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-4768747;Chaussures Homme;17 000 CFA;Guediawaye, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4768747_uploaded_image1_1716998827.jpg""); width: 536px;"
1751405374-59;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4768754;Chaussures Homme;5 000 CFA;Guediawaye, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4768754_uploaded_image1_1716998930.jpg""); width: 536px;"
1751405379-60;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4768769;Chaussures Homme;14 000 CFA;Guediawaye, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4768769_uploaded_image1_1716999194.jpg""); width: 536px;"
1751405383-61;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures Jordan;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-4769375;Chaussures Homme;18 000 CFA;Fann, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4769375_uploaded_image1_1717022182.jpg""); width: 449px;"
1751405387-62;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4769400;Chaussures Homme;16 000 CFA;Guediawaye, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4769400_uploaded_image1_1717023586.jpg""); width: 536px;"
1751405390-63;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures Balacianga;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-balacianga-4769402;Chaussures Homme;14 000 CFA;Guediawaye, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4769402_uploaded_image1_1717023754.jpg""); width: 536px;"
1751405394-64;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Babouches;https://sn.coinafrique.com/annonce/chaussures-homme/babouches-4769580;Chaussures Homme;10 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4769580_uploaded_image2_1717035113.jpeg""); width: 501px;"
1751405398-65;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures Nike;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-4770188;Chaussures Homme;17 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4770188_uploaded_image1_1717067187.jpg""); width: 566px;"
1751405402-66;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4770198;Chaussures Homme;17 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4770198_uploaded_image1_1717067418.jpg""); width: 566px;"
1751405406-67;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4770290;Chaussures Homme;30 000 CFA;Ouest Foire, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4770290_uploaded_image1_1717069736.jpg""); width: 373px;"
1751405413-68;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4770462;Chaussures Homme;17 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4770462_uploaded_image2_1717075988.jpeg""); width: 566px;"
1751405416-69;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Claquettes homme;https://sn.coinafrique.com/annonce/chaussures-homme/claquettes-homme-4773278;Chaussures Homme;13 000 CFA;Colobane, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4773278_uploaded_image1_1717204102.jpg""); width: 507px;"
1751405419-70;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures sandales hommes;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sandales-hommes-4773805;Chaussures Homme;10 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4773805_uploaded_image1_1717241733.jpg""); width: 671px;"
1751405428-71;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4774288;Chaussures Homme;12 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4774288_uploaded_image2_1717259495.jpeg""); width: 533px;"
1751405431-72;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures Jordon Nike airforce 1;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordon-nike-airforce-1-4774424;Chaussures Homme;13 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4774424_uploaded_image1_1717266715.jpg""); width: 393px;"
1751405434-73;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures Nike airforce;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-airforce-4774426;Chaussures Homme;14 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4774426_uploaded_image1_1717266824.jpg""); width: 393px;"
1751405437-74;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Tapettes Adidas;https://sn.coinafrique.com/annonce/chaussures-homme/tapettes-adidas-4774429;Chaussures Homme;4 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4774429_uploaded_image1_1717266943.jpg""); width: 393px;"
1751405456-75;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4724883;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4724883_uploaded_image4_1714782169.jpeg""); width: 399px;"
1751405461-76;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4724890;Chaussures Homme;16 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4724890_uploaded_image1_1714782459.jpg""); width: 484px;"
1751405465-77;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4724889;Chaussures Homme;16 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4724889_uploaded_image1_1714782393.jpg""); width: 484px;"
1751405468-78;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Sandales;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-4775289;Chaussures Homme;12 000 CFA;Fann, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4775289_uploaded_image1_1717338322.jpg""); width: 449px;"
1751405472-79;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures friperie;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-friperie-4775761;Chaussures Homme;Prix sur demande;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4775761_uploaded_image1_1717361697.jpg""); width: 410px;"
1751405477-80;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Chaussures friperie;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-friperie-4775763;Chaussures Homme;Prix sur demande;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4775763_uploaded_image1_1717361809.jpg""); width: 410px;"
1751405482-81;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Souliers;https://sn.coinafrique.com/annonce/chaussures-homme/souliers-4776102;Chaussures Homme;19 500 CFA;Sicap Liberté, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4776102_uploaded_image1_1717386563.jpg""); width: 432px;"
1751405486-82;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;chaussures de ville;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-4779103;Chaussures Homme;25 000 CFA;Colobane, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4779103_uploaded_image1_1717510161.jpg""); width: 507px;"
1751405491-83;https://sn.coinafrique.com/categorie/chaussures-homme?page=15;Sandales Hermès;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-hermes-4779990;Chaussures Homme;Prix sur demande;Mermoz-Sacré Coeur, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4779990_uploaded_image1_1717547960.jpg""); width: 508px;"
